s_ra,s_dec,target_name,band_list,t_exptime
169.49183152623502,-64.04260352039618,HD98363,8,1088.64
173.27290672436536,-54.32462747272777,HD_100453,5,1602.72
179.66157093607475,-52.768826525271514,HD_104021,6,332.64
180.6563620585274,-69.19233368543233,HD_104600,6,1905.117
182.019942651001,-50.76371059506571,HD_105383,6,1481.76
182.41116515716203,-58.349719815816684,HD_105613,6,1571.746
182.54674481897518,-46.98758378944452,HD_105714_A,6,332.64
182.77405367052154,-56.40142385497421,HD_105857,6,1571.787
25.62344475810278,-53.74130663287519,HD_10647,6,4775.526
183.73450146623333,-47.94858015170662,HD_106473,6,1451.52
184.27570053230374,-65.69302308906896,HD_106797,6,1814.398
184.47136582997203,-55.97557205075587,HD_106906,6,635.04
184.77600557972707,16.547418703959288,HD_107146,7,2600.64
185.0801998865358,-51.21870515127026,HD_107298,6,332.64
188.12250398770303,-49.94293089470038,HD_109111,6,332.64
188.49206664866972,-56.5708598162732,HD_109276,6,362.825
26.527469313098976,-53.52164494209827,HD_10939,6,5440.664
189.67778414973262,-68.76370399699573,HD_109832,6,937.44
189.94230768181956,-49.19881726633716,HD_110058,6,544.32
190.47189358543153,10.235146438720797,HD_110411,6,3083.972
190.63133800600778,-47.267092529070155,HD_110444,6,332.64
192.45301114518142,-51.39313124284857,HD_111436,6,332.64
194.35847102669243,-67.96080226013116,HD_112383,6,1905.117
194.54150841823798,-54.18581671305627,HD_112532,6,1905.12
196.25796653987481,-64.4416894357759,HD_113457,6,1814.398
196.64912726364105,-46.033963212030535,HD_113766,6,544.32
197.31715364933285,-60.30842233732973,HD_114082,6,635.04
27.7262879421239,-50.20616017695848,HD_11413,6,16692.438
198.36428735022662,-45.736527757282325,HD_114788,6,332.64
199.8311607638113,-59.47241267396905,HD_115600,6,635.04
199.59584753230592,-18.316327878338804,HD_115617,7,9066.206
200.1114002991836,-49.22379849962425,HD_115820,6,1964.626
200.63262302742692,-52.168539411752604,HD_116116,6,362.831
201.09083589729073,-53.99968127942877,HD_116388,6,362.839
201.25234802806537,-43.92254095030293,HD_116553,6,967.668
201.3746579974839,-52.362175361547955,HD_116587,6,362.819
201.43587085471876,-47.8191423690062,HD_116649,6,1994.972
201.48266991369294,-51.177292621318415,HD_116651,6,362.823
202.53709001382444,-58.484636035422284,HD_117214,6,1149.12
202.8788275870738,-46.73533104219078,HD_117484,6,1934.668
203.16327159217786,-44.45036906335509,HD_117665,6,967.666
204.32384156945682,-40.898003270466,HD_118379,6,967.666
204.67842102629137,-44.51641218684897,HD_118588,6,967.667
205.47330862868114,-43.176851166405726,HD_119067,6,967.667
205.68136407002115,-43.18600888272329,HD_119221,6,332.64
206.23868373821043,-45.22328010715489,HD_119573,6,967.666
206.44120942346282,-34.74539479261991,HD_119740,6,302.4
207.4768101289359,-50.24009897602297,HD_120326,6,2049.272
208.82835089948557,-53.52871091830691,HD_121191,6,5201.209
209.42114479440016,-47.00960933439892,HD_121617,6,2540.16
210.97400132237584,-53.77460436602057,HD_122513,6,2236.867
211.17535424105708,-50.071544233938006,HD_122705,6,2049.336
211.5421507217427,-41.17483099255267,HD_123021,6,967.674
215.29789987464386,-41.70704335847684,HD_125541,6,967.674
215.4517742250622,-38.68097268401716,HD_125647,6,967.674
215.74056255484922,-46.27951828595579,HD_125777,6,453.529
216.15394761359988,-47.177882665641,HD_126062,6,967.673
216.44708303005314,-60.494635392008526,HD_126116,6,362.88
217.11051543800968,-45.873064575169764,HD_126710,6,453.521
218.01729707776255,-46.10012422843685,HD_127326,6,453.519
218.19421443440183,-43.617812091460856,HD_127466,6,453.523
218.63915847366357,-46.304926873129304,HD_127750,6,967.674
219.35441046817652,-36.7229123474345,HD_128360,6,423.321
221.12887570983264,-39.989171177029476,HD_129590,6,846.72
222.13901281147162,-30.446637997919847,HD_130361,6,393.089
223.78332788737785,-41.12049448063266,HD_131488,6,1360.8
224.22683677083853,-35.695560176043806,HD_131835,7,1874.88
224.34170712556693,-27.320883596583467,HD_131960,6,1844.64
224.80786814691126,-37.88137096585314,HD_132238,6,1451.482
225.49371535101923,-45.84863021583494,HD_132690,6,1450.988
226.04431867420112,-31.937098414352864,HD_133195,6,362.848
226.29729246875968,-47.57620375968427,HD_133263,6,332.64
226.2430090984169,-37.689220728983656,HD_133319,6,1451.479
226.55792862343554,-37.29019597310545,HD_133531,6,483.764
226.81202515014846,-29.504675817329666,HD_133803,6,1360.757
227.00430346491288,-43.71269542683763,HD_133820,6,1450.844
228.52895220261647,-38.152487655002446,HD_134989,6,483.771
228.88083799005108,-49.2129489909507,HD_135132,6,332.64
228.98290241052683,-47.158511208939125,HD_135255,6,332.64
229.36484067699115,-43.38396563938988,HD_135583,6,1451.013
229.68418078114047,-48.906920642970846,HD_135769,6,332.64
229.77914334501256,-42.4379114053082,HD_135878,6,483.759
230.46681661385526,-37.549039833965736,HD_136423,6,483.754
230.54673507520306,-37.635778798697736,HD_136482,6,1451.48
231.53367597934377,-53.5579561444958,HD_137041,6,332.64
231.37551212536212,-36.199599053786976,HD_137119,6,1451.475
231.69460462720383,-35.78081949059026,HD_137350,6,483.755
232.58682616192306,-41.92030719324567,HD_137919_B,6,483.759
232.5945361006827,-38.31745326492329,HD_137953,6,483.759
232.6532132536358,-37.690417918413516,HD_137990,6,483.739
232.9943879051719,-28.758752250032934,HD_138270,6,302.4
233.426360433996,-20.54885675075601,HD_138574,6,604.778
233.62511796768771,-21.919055709560254,HD_138721,6,574.537
234.0471933665001,-33.09295352123837,HD_138923,6,1391.028
234.73761964271918,-57.70693430392608,HD_139084B,7,1028.16
235.19312601801138,-42.498339340099164,HD_139614,5,1481.76
235.29632436762236,-44.662423861515805,HD_139664,6,4595.772
236.09044712753172,-30.20086546829864,HD_140390,6,1391.028
236.3339831156005,-39.77351785399384,HD_140498,6,483.772
236.704909108408,-25.243028372291143,HD_140855,6,302.4
237.1267627310896,-32.086783418761094,HD_141133,6,6168.929
237.30777830525057,-30.21023416527755,HD_141253,6,302.4
237.4905213890835,-3.9213040661758547,HD_141569,6,1330.56
237.62718392197007,-20.84839316742241,HD_141575,6,272.121
238.0781057956106,-39.51632867582559,HD_141779,6,483.745
238.03780397586561,-21.683399155707264,HD_141882,6,272.115
238.23550183349886,-29.842974402323893,HD_141960,6,3689.218
237.80799209947392,35.65544386577038,HD_142091,6,11844.418
239.6264715725523,-20.893593190864053,HD_142988,6,272.122
239.87842751588582,-40.86539708403356,HD_143022,6,302.4
239.77879108545255,-19.935455930839453,HD_143093,6,272.11
240.0929466659774,-38.99398326870252,HD_143181,6,1118.88
240.8062688771579,-35.28764481087004,HD_143675,8,1209.6
241.23093891080734,-20.900272915613044,HD_144113,6,272.123
241.43672307081,-19.681306953425004,HD_144273,6,272.126
241.63826380772238,-39.25966212613976,HD_144277,6,1965.6
242.13051670064516,-35.16399980470274,HD_144691,6,1391.026
242.43543290850155,-47.36302438573325,HD_144795,6,332.64
242.9307044687335,-54.598084710649054,HD_145078,6,332.64
242.4918077671526,-22.409856270329247,HD_145101,6,2449.44
242.81637056584586,-23.204321702306242,HD_145333,6,272.123
243.06957926179678,-42.37522289714821,HD_145357,6,1209.6
242.99377766973976,-19.450459778647513,HD_145501_A,6,272.121
243.0248487907188,-19.062586734361506,HD_145519,6,272.124
243.29825577736088,-22.48531953972073,HD_145718,6,1300.32
243.36656418204092,-27.40404132968172,HD_145719,6,483.711
243.67999263092193,-39.131212810421175,HD_145840,6,302.4
243.74058705290236,-39.62795468608063,HD_145880,6,786.24
243.5853265810069,-22.136316807263867,HD_145942,6,272.122
243.62017627918755,-21.10780226345484,HD_145964,6,1360.8
244.0158060864233,-49.07502850339176,HD_145972,6,1451.52
243.78354560722326,-24.58871305558116,HD_146055,6,483.727
244.34451938052712,-42.83823836157657,HD_146290_A,6,332.64
244.18424363953295,-25.229492006555827,HD_146330,6,483.722
244.36203101145986,-23.34207601042922,HD_146494,6,483.72
245.05119380251872,-39.50083150155193,HD_146905,6,302.4
245.06251255982997,-25.645890520486923,HD_147013,6,483.728
246.24291723598134,-48.60159878458413,HD_147558,6,1451.52
246.5410058812561,-41.22632778637954,HD_147875,6,332.64
247.48312454476374,-26.59088056373072,HD_148563,6,483.731
248.8277134802474,-42.240101538307876,HD_149230,6,332.64
249.16328823638733,-19.602341864366085,HD_149619,6,302.4
249.88867721051827,-39.60943591474844,HD_149938,6,423.227
249.99112351201583,-39.78918274169973,HD_150004,6,423.23
250.13696658211288,-38.2270281674736,HD_150107,6,423.227
250.62694018073572,-38.930338642242646,HD_150398,6,423.226
250.79668692821735,-43.653129537886265,HD_150477,6,459.503
250.9852728157995,-38.33403387312876,HD_150641,6,423.23
251.57053602848137,-39.272771537276654,HD_150988,6,1391.036
251.5548461795671,-39.74598462668706,HD_150989,6,423.221
251.75689531786497,-39.53401172206294,HD_151109,6,1391.036
36.56807287135081,6.292330410542879,HD_15115,6,907.2
252.60249882597043,-38.04870078318064,HD_151681,6,423.224
253.6419431337381,-38.10578616463289,HD_152369,6,1391.036
253.7434133832448,-41.09307068401046,HD_152407,6,459.505
254.00292728667267,-37.51278491622844,HD_152621,6,1391.036
254.41426291551383,-37.80804932613156,HD_152870,6,392.993
254.47454931924912,-27.611136939339485,HD_152989,6,1935.36
257.3753552118835,-46.541508928262054,HD_154743,6,423.188
257.6829235495523,-22.004830442026506,HD_155142,6,302.4
258.0049058355162,-25.681922632791704,HD_155334,6,302.4
259.3802625158159,-66.95226502812297,HD_155555C,7,1270.08
258.9094639997313,-33.834109077195734,HD_155853,6,4898.879
260.21078071851355,-45.42108135899331,HD_156623,8,4959.162
38.23284679553951,37.33337626319963,HD_15745,6,1270.08
261.818738269425,-28.770456742358554,HD_157918,6,302.4
262.20625498783204,0.33081891644318795,HD_158352,6,1451.52
264.2442872067169,-32.12886695326385,HD_159595,6,1723.68
264.65298115831695,-42.734194928996324,HD_159807,6,332.64
39.78238687403761,-52.934455216068685,HD_16743,9,1413.12
276.97794689506617,-1.0936078113827439,HD_170116,6,5443.124
277.8468400519288,-34.75042013723623,HD_170535,6,604.791
285.528332799075,-36.36180353829644,HD_176497,6,3447.359
291.55522421666757,20.097386938934253,HD_182919,6,3689.245
292.2540942315203,1.9501279493588421,HD_183324,6,1451.52
302.27195642115487,-26.224383463467014,HD_191089,6,1421.28
304.5660979152868,-42.860358868030154,HD_192758,6,2419.2
319.61515307838386,-43.33455735321729,HD_202628,6,36339.207
320.20838270750653,-53.03466890502842,HD_202917,6,2540.16
326.3417660918875,-12.78335151873893,HD_206893,6,11610.228
327.0667520166924,-47.304950451751665,HD_207129,6,4655.507
52.97384379950127,-25.614227939257333,HD_21997,6,1844.64
353.9009625335853,8.382421784145073,HD_221853,6,2570.4
54.35030445515173,22.350733382905513,HD_22444,6,254.005
54.78814166185672,24.3675727718061,HD_22627,6,254.006
54.92173747829542,23.29063474055544,HD_22680,6,254.0
56.24560264563165,22.032210704653668,HD_23312,6,254.0
56.0399870671993,-38.27986808902504,HD_23484,6,13758.239
56.83711883725805,25.5255797937862,HD_23598,6,254.005
57.470596493943994,25.647202281262057,HD_23935,6,254.005
57.57374650426681,25.379306721784996,HD_23975,6,254.005
76.73129507920447,10.997639977052867,HD_240779,7,3084.156
57.77651854008492,25.594448652453114,HD_24086,6,254.005
58.22291510379928,24.715472098523428,HD_24302,6,254.0
58.59007000461442,24.075435887563724,HD_24463,6,254.005
71.7065621900037,-26.302475061257436,HD_30447,6,2328.48
73.95101631073861,30.3377592878022,HD_31305,6,1844.64
73.51861752975597,-35.403397445480756,HD_31392,6,26624.405
250.5601341639233,-39.863716055110906,HD_321933,6,392.992
75.61435174738531,7.4609023373942485,HD_32297,6,4838.383
81.65254206358175,-22.489945247984018,HD_35841,6,2812.32
83.3782527191793,24.62840475323168,HD_36546,6,3568.297
9.736778698536282,-52.534419513977696,HD_3670,6,2540.16
84.28675346720524,-11.77565426659115,HD_37306,6,1360.8
84.87976978978553,-3.564687613462008,HD_37594,6,10764.354
85.83741563809188,-20.18931717384953,HD_38207,6,2812.32
85.89937005513038,-39.9234540928803,HD_38397,6,2388.96
87.14584001201311,-4.095671794005552,HD_38858,6,4898.644
96.18149521167703,-28.780968150488132,HD_45184,6,25789.557
100.75432919720897,-2.889043835624662,HD_48370,6,1874.88
102.50425818177305,-60.248581814210326,HD_50571,7,2147.04
13.646876284071386,19.188329453036612,HD_5267,6,1814.4
113.94745308997499,-32.20355363239682,HD_61005,6,2661.118
124.6017730054643,-12.639026782558929,HD_69830,7,17279.683
134.39710146077078,15.58142683179492,HD_76582,10,2856.96
154.86880056040118,6.582637615221271,HD_89452,6,22980.258
169.49093063402483,-46.09844831725686,HD_98303,6,332.64
169.49196027004572,-64.04259933789055,HD_98363,6,876.96
170.52157755928042,-24.777812062210856,HD_98800,6,4063.993
24.483999707343408,21.2610774305614,HD_9985,6,5503.611
56.61404243907536,25.13530420568432,HII_1015,6,254.005
55.85233652166746,23.225705268469614,HII_102,6,254.006
56.66166090429151,24.959376184292495,HII_1101,6,254.005
56.65719076143835,23.787496970476415,HII_1117,6,254.006
56.660109044617066,22.919545853992297,HII_1132,6,254.006
56.66676545446967,23.110079793523887,HII_1139,6,254.005
56.696186637923496,22.91431145119361,HII_1182,6,254.005
55.883267766184716,23.67381839696278,HII_120,6,254.005
56.71067823635618,23.238976618761765,HII_1200,6,254.007
56.79202619303448,24.276403222949565,HII_1309,6,253.977
56.81913923763024,24.128197631111938,HII_1338,6,253.991
56.91854167001497,24.364583330003374,HII_1514,6,254.016
55.907368535942155,23.535751698355362,HII_152,6,254.005
56.96879058595186,23.94122003139856,HII_1613,6,254.01
57.029686436899496,24.14190864040187,HII_1726,6,253.96
55.95181959893646,25.18988031878589,HII_173,6,254.005
55.95157203880474,25.004118939201103,HII_174,6,254.005
57.07044236976729,25.214879755977734,HII_1766,6,254.005
57.073848595096756,25.047618922414326,HII_1776,6,254.006
57.07045833001554,23.636805560003364,HII_1797,6,254.016
57.10915438674084,24.04820557494121,HII_1856,6,254.005
57.14504474717648,24.180887130912204,HII_1912,6,253.989
57.14393493801172,23.43456586122931,HII_1924,6,254.005
57.20394848611017,24.267436049466205,HII_2027,6,253.999
57.27557734004347,23.781042234240143,HII_2147,6,254.006
57.29904203546693,24.63635528042978,HII_2172,6,254.006
57.357298243517384,24.937372292542243,HII_2278,6,254.005
55.729772446476254,24.492837795619728,HII_25,6,254.006
56.01776797210079,24.989584269047544,HII_250,6,253.997
57.485503237668254,23.21837668931851,HII_2506,6,254.006
57.58707917002112,24.466755560004277,HII_2644,6,254.016
57.66711453716648,23.932811094436023,HII_2786,6,254.006
57.72633333002144,23.834888890004226,HII_2881,6,254.016
56.058116910257134,24.779131166950208,HII_293,6,254.005
57.86353116890616,24.518397985249436,HII_3031,6,254.003
57.91865329136113,24.98293671740147,HII_3097,6,254.005
56.083825422425534,24.79593684028256,HII_314,6,253.962
57.987052231275264,23.901705629797664,HII_3179,6,254.005
56.169907504070515,24.818281940677046,HII_405,6,253.988
56.23499997584878,24.432611109068326,HII_489,6,254.016
56.2667928058901,25.257601972166732,HII_514,6,254.006
56.31410790662829,25.28921837343055,HII_571,6,254.006
56.41748301125796,24.627026629966053,HII_727,6,254.007
56.42561190475926,24.905761759644655,HII_739,6,254.004
56.541970715776635,23.339731241787682,HII_923,6,254.004
56.5945303642974,24.56988084776331,HII_996,6,254.006
34.353456760107846,28.741417493164015,HIP10679,6,514.08
36.872298436983534,30.973199102239082,HIP11437,6,574.56
106.58725956324957,-43.61069342617807,HIP34276,6,8799.752
155.74191788063598,-66.90142324575172,HIP50847,7,5685.118
179.79422532552348,-45.83227788082971,HIP58452,7,2902.246
181.1881075571415,-59.25333133310307,HIP58901,7,3356.492
182.02143526197878,-50.66134453487449,HIP59173,7,2902.048
183.78588352618743,-58.748993679568734,HIP59747,7,3356.493
184.6088031423018,-64.0031251698245,HIP60009,7,3265.89
185.7055266703342,-57.676206907481934,HIP60379,7,3265.775
186.63202062229516,-51.450700512851746,HIP60710,7,3023.18
187.00960581143642,-50.23071492159829,HIP60823,7,2902.17
189.2951951858212,-69.13564358687562,HIP61585,7,3598.521
190.78788344840567,-56.17630475907725,HIP62058,7,3265.8
191.5942659991875,-56.48891080630394,HIP62327,7,3265.791
191.92974873467313,-59.68887568086024,HIP62434,7,3447.178
193.64807771296475,-57.17800667641195,HIP63003,7,3265.802
193.6533534941721,-57.16873193073843,HIP63005,7,3265.805
194.26782727001853,-51.19885346074661,HIP63210,7,3447.092
196.56931584605124,-48.4633881679572,HIP63945,7,3265.669
196.7274072957972,-49.90632250803614,HIP64004,7,3265.708
200.1572892888835,-52.74792953113522,HIP65112,7,3447.085
204.3475627873153,-46.42800535591175,HIP66454,7,2902.849
207.37592314553117,-41.68783990850871,HIP67464,7,2721.419
207.95641166809523,-32.99426653557702,HIP67669,7,5715.195
208.01985152966108,-52.81170159775363,HIP67703,7,3447.002
209.5675825836743,-42.10088443133623,HIP68245,7,2902.875
209.66953891302106,-44.80373139506067,HIP68282,7,2902.839
211.51134036792595,-41.179773473661676,HIP68862,7,2721.443
211.91970004761512,-48.70421070036508,HIP69011,7,2902.777
213.73779657818346,-57.08625579704476,HIP69618,7,7768.692
215.7591313162819,-39.511959690293295,HIP70300,7,2922.992
216.7076348276641,-39.87412049090196,HIP70626,7,2923.0
218.87647113446528,-42.15803491867156,HIP71352,7,3023.676
218.88098014594024,-41.51757919453305,HIP71353,7,2922.969
219.4714980423447,-49.42600853355651,HIP71536,7,2903.039
220.48211914614603,-47.388347557644735,HIP71860,7,2842.559
220.48972189594778,-37.79369499526555,HIP71865,7,2872.538
225.74682808515996,-32.64343397001894,HIP73624,7,4111.467
227.16314282283219,-42.868059240735874,HIP74100,7,3023.859
228.20641639274118,-44.50055110462338,HIP74449,7,3023.863
230.3428986843331,-40.64764102111273,HIP75141,7,2923.067
230.78881435191641,-36.85861876977909,HIP75304,7,2872.682
231.8253873192259,-36.76770917139252,HIP75647,7,2872.668
232.95915821171948,-32.88125802840177,HIP76048,7,4111.635
234.66387821139125,-29.77790695757104,HIP76600,7,4111.375
237.52921985662917,-53.21001763553846,HIP77562,7,3810.185
239.22103643855817,-29.214233549157314,HIP78104,7,4383.059
239.41853139760278,-20.98321839950727,HIP78168,7,3729.414
240.03039423734637,-38.396884233829205,HIP78384,7,2781.968
240.85064511307624,-38.602725958229044,HIP78655,7,2781.96
241.64795494056267,-36.802474093531295,HIP78918,7,2661.004
241.70171764751393,-20.669343967428006,HIP78933,7,3729.405
241.81214573761062,-17.936176348537657,HIP78968,7,3729.415
242.01811136516332,-36.232008109738416,HIP79044,7,2661.016
243.0757793478339,-27.92652868163885,HIP79404,7,4383.321
246.7559431770866,-18.456385123218077,HIP80569,7,3729.44
247.8454613594907,-34.70448175972624,HIP80911,7,4836.557
248.97056600487858,-28.21616473014445,HIP81266,7,4383.432
249.60945491030012,-43.398555847824284,HIP81472,7,5047.875
251.17736844716796,-40.83981406567433,HIP81972,7,4816.066
252.96753337882942,-38.04751698679284,HIP82514,7,4746.256
253.08384996098852,-38.017684565199175,HIP82545,7,4745.405
53.53058310956668,24.344199917309318,HIP_16639,6,254.004
53.88219807101051,22.82333985540351,HIP_16753,6,254.003
54.59420643913845,22.499451081958863,HIP_16979,6,254.005
54.73706915689979,24.569557151581364,HIP_17020,6,254.005
54.80628630420291,24.466287076791183,HIP_17044,6,254.001
55.012974749859794,27.740252122563422,HIP_17125,6,254.001
55.40077356505841,25.61905295405064,HIP_17245,6,254.002
55.60012868737936,21.473233512504603,HIP_17316,6,254.003
55.60021258799999,22.42090050264444,HIP_17317,6,254.003
58.00344321807036,19.596608772973863,HIP_18091,6,254.004
59.507180596944394,20.6765249521976,HIP_18544,6,254.002
60.93417230803583,22.944021286575456,HIP_18955,6,254.004
84.04301262847838,-28.708025005420872,HIP_26309,6,2207.52
84.41522177956512,-28.62631148593612,HIP_26453,6,2207.52
85.84037299658495,-18.55752829751107,HIP_26966,6,2147.04
113.94750061278376,-32.203609404971786,HIP_36948,6,3775.066
1.4694401385531761,-41.753362249066235,HIP_490,6,2237.76
173.94446971533924,-63.01991774578703,HIP_56561,6,362.88
176.43596710431382,-52.690657594633834,HIP_57375,6,332.64
178.93073907038186,-54.18079695612479,HIP_58167,6,332.64
179.84807874438872,-57.168095234635125,HIP_58465,6,332.64
180.46043263646996,-73.29860531187184,HIP_58674,6,423.36
