s_ra,s_dec,target_name,band_list,t_exptime,gaia_source_id,sep_arcsec,gaia_match_quality,has_gaia
192.58193539270823,-49.86366344001917,HIP_62657,6,544.32,6.079490168425944e+18,,good,True
194.99933767045863,-50.389627980336186,HIP_63439,6,544.32,6.084425360726816e+18,,good,True
196.3855734953914,-58.53560759065428,HIP_63886,6,635.04,6.057045425291353e+18,,good,True
197.74281142377535,-52.56710451734299,HIP_64320,6,362.822,6.080068545902295e+18,0.9922612014337903,good,True
198.66596891662343,-46.8577308779112,HIP_64617,6,332.64,6.085470137290435e+18,,good,True
199.52078092778876,-44.055612199184786,HIP_64892,6,332.64,6.088264477373916e+18,,good,True
199.60323818522588,-45.76487208647587,HIP_64925,6,332.64,6.087790141185325e+18,,good,True
200.35748704727317,-43.634522292777994,HIP_65178,6,332.64,6.088297737601081e+18,,good,True
200.4874976881987,-51.282447306941336,HIP_65219,6,362.83,6.080612151322801e+18,,good,True
201.0354566691719,-53.79327129769264,HIP_65394,6,362.835,6.067363547301706e+18,,good,True
201.1497812329388,-51.504673904063054,HIP_65426,6,362.823,6.070080754075554e+18,0.98425186020484,good,True
204.94003207914085,-54.14834177515377,HIP_66651,6,362.835,6.065465416585525e+18,,good,True
205.15644384560784,-44.330457038333286,HIP_66722,6,332.64,6.108518340549367e+18,,good,True
206.06615915323488,-51.01266928029477,HIP_67036,6,332.64,6.069592570910476e+18,0.86150232096915,good,True
206.79346736125305,-52.269455565394,HIP_67260,6,332.64,6.066280292134951e+18,,good,True
208.8000519805534,-52.16106656447774,HIP_67973,6,332.64,6.090072894822497e+18,0.9052195244829436,good,True
209.08264388378,-54.13266206471071,HIP_68080_A,6,332.64,6.064911571962617e+18,,good,True
210.4399370360211,-39.43889738748556,HIP_68532,6,302.4,,,good,False
211.53394789054803,-44.68930515637821,HIP_68867,6,332.64,6.097178316916151e+18,,good,True
212.21587207463432,-43.47097875990548,HIP_69113,6,332.64,6.097682722176453e+18,,good,True
212.7699135065652,-49.27339478674966,HIP_69302,6,332.64,6.090816856182034e+18,,good,True
213.3494457579002,-33.51853153123289,HIP_69475,6,302.4,6.123156718663844e+18,,good,True
213.68926824550755,-38.38140880131489,HIP_69605,6,302.4,6.117585222671395e+18,,good,True
216.49347317818123,-44.82333482398775,HIP_70558,6,453.529,6.099380711729025e+18,,good,True
216.87631184811505,-52.52538043290157,HIP_70689,6,332.64,5.897858715909882e+18,,good,True
216.8896020149681,-46.21375674255531,HIP_70697,6,453.518,6.093018284617038e+18,,good,True
217.2158416673948,-47.99232340118639,HIP_70809,6,453.511,6.091918635553456e+18,,good,True
217.4927244450192,-56.13146226703689,HIP_70904,6,332.64,5.892612705441276e+18,0.7257972874836699,good,True
217.54111481259704,-43.86414523644052,HIP_70918,6,453.503,6.099546222588603e+18,0.9067972057711394,good,True
217.80960502886705,-40.65618091338374,HIP_70998,6,393.05,6.103487696893846e+18,,good,True
217.88876747939267,-44.750751719160085,HIP_71023,6,453.52,6.09924416612745e+18,,good,True
218.2374372350181,-42.405692182179415,HIP_71140,6,423.285,6.103008619062376e+18,,good,True
218.77189265348784,-43.55480395698783,HIP_71321,6,423.276,6.099886349638035e+18,0.8455709209285082,good,True
220.02057382119312,-40.90090994364703,HIP_71708,6,362.816,6.104771514158903e+18,,good,True
220.07993555119273,-45.79409369196282,HIP_71727,6,423.282,6.098521615193344e+18,,good,True
221.12890952383756,-39.98914413312619,HIP_72070,6,635.04,6.102199477284608e+18,,good,True
222.6270803393236,-35.09358220254795,HIP_72584,6,362.853,6.203184676791372e+18,,good,True
